Diagnostic Test Type ,Surveillance Year,Week ending Code ,Week ending Date,HHS region ,RSV Detections,RSV Tests,Outlier
Antigen,1415,1507,21-Feb-15,8,69,258,1
Antigen,1415,1508,28-Feb-15,8,59,214,0
Antigen,1415,1509,7-Mar-15,8,46,182,0
Antigen,1415,1510,14-Mar-15,8,38,171,0
Antigen,1415,1511,21-Mar-15,8,43,194,0
Antigen,1415,1512,28-Mar-15,8,33,192,0
Antigen,1415,1513,4-Apr-15,8,13,105,0
Antigen,1415,1514,11-Apr-15,8,9,104,0
Antigen,1415,1515,18-Apr-15,8,9,95,0
Antigen,1415,1516,25-Apr-15,8,3,82,0
Antigen,1415,1517,2-May-15,8,8,80,0
Antigen,1415,1518,9-May-15,8,3,74,0
Antigen,1415,1519,16-May-15,8,1,77,0
Antigen,1415,1520,23-May-15,8,2,54,0
Antigen,1415,1521,30-May-15,8,1,40,0
Antigen,1415,1522,6-Jun-15,8,0,28,0
Antigen,1415,1523,13-Jun-15,8,0,32,0
Antigen,1415,1524,20-Jun-15,8,0,32,0
Antigen,1415,1525,27-Jun-15,8,0,32,0
Antigen,1415,1427,5-Jul-14,9,6,103,0
Antigen,1415,1428,12-Jul-14,9,7,120,0
Antigen,1415,1429,19-Jul-14,9,5,119,0
Antigen,1415,1430,26-Jul-14,9,16,101,0
Antigen,1415,1431,2-Aug-14,9,10,124,0
Antigen,1415,1432,9-Aug-14,9,5,80,0
Antigen,1415,1433,16-Aug-14,9,1,116,0
Antigen,1415,1434,23-Aug-14,9,14,95,0
Antigen,1415,1435,30-Aug-14,9,8,133,0
Antigen,1415,1436,6-Sep-14,9,11,139,0
Antigen,1415,1437,13-Sep-14,9,7,161,0
Antigen,1415,1438,20-Sep-14,9,9,145,0
Antigen,1415,1439,27-Sep-14,9,14,180,0
Antigen,1415,1440,4-Oct-14,9,12,147,0
Antigen,1415,1441,11-Oct-14,9,14,123,0
Antigen,1415,1442,18-Oct-14,9,21,216,0
Antigen,1415,1443,25-Oct-14,9,19,173,0
Antigen,1415,1444,1-Nov-14,9,34,170,0
Antigen,1415,1445,8-Nov-14,9,36,214,0
Antigen,1415,1446,15-Nov-14,9,29,203,0
Antigen,1415,1447,22-Nov-14,9,27,216,0
Antigen,1415,1448,29-Nov-14,9,23,217,0
Antigen,1415,1449,6-Dec-14,9,18,222,0
Antigen,1415,1450,13-Dec-14,9,37,279,0
Antigen,1415,1451,20-Dec-14,9,64,369,0
Antigen,1415,1452,27-Dec-14,9,81,446,0
Antigen,1415,1453,3-Jan-15,9,99,433,0
Antigen,1415,1501,10-Jan-15,9,103,476,0
Antigen,1415,1502,17-Jan-15,9,127,587,0
Antigen,1415,1503,24-Jan-15,9,140,587,0
Antigen,1415,1504,31-Jan-15,9,166,613,0
Antigen,1415,1505,7-Feb-15,9,155,652,0
Antigen,1415,1506,14-Feb-15,9,144,601,0
Antigen,1415,1507,21-Feb-15,9,123,609,0
Antigen,1415,1508,28-Feb-15,9,92,508,0
Antigen,1415,1509,7-Mar-15,9,74,408,0
Antigen,1415,1510,14-Mar-15,9,56,493,0
Antigen,1415,1511,21-Mar-15,9,38,376,0
Antigen,1415,1512,28-Mar-15,9,31,295,0
Antigen,1415,1513,4-Apr-15,9,23,251,0
Antigen,1415,1514,11-Apr-15,9,22,236,0
Antigen,1415,1515,18-Apr-15,9,10,187,0
Antigen,1415,1516,25-Apr-15,9,7,173,0
Antigen,1415,1517,2-May-15,9,7,144,0
Antigen,1415,1518,9-May-15,9,8,146,0
Antigen,1415,1519,16-May-15,9,3,147,0
Antigen,1415,1520,23-May-15,9,5,147,0
Antigen,1415,1521,30-May-15,9,1,124,0
Antigen,1415,1522,6-Jun-15,9,0,103,0
Antigen,1415,1523,13-Jun-15,9,0,134,0
Antigen,1415,1524,20-Jun-15,9,4,112,0
Antigen,1415,1525,27-Jun-15,9,2,99,0
Antigen,1516,1526,4-Jul-15,1,1,186,0
Antigen,1516,1527,11-Jul-15,1,0,173,0
Antigen,1516,1528,18-Jul-15,1,1,169,0
Antigen,1516,1529,25-Jul-15,1,0,158,0
Antigen,1516,1530,1-Aug-15,1,0,148,0
Antigen,1516,1531,8-Aug-15,1,0,140,0
Antigen,1516,1532,15-Aug-15,1,1,127,0
Antigen,1516,1533,22-Aug-15,1,1,119,0
Antigen,1516,1534,29-Aug-15,1,0,118,0
Antigen,1516,1535,5-Sep-15,1,2,135,0
Antigen,1516,1536,12-Sep-15,1,1,141,0
Antigen,1516,1537,19-Sep-15,1,2,180,0
Antigen,1516,1538,26-Sep-15,1,4,202,0
Antigen,1516,1539,3-Oct-15,1,0,225,0
Antigen,1516,1540,10-Oct-15,1,0,307,0
Antigen,1516,1541,17-Oct-15,1,1,302,0
Antigen,1516,1542,24-Oct-15,1,1,308,0
Antigen,1516,1543,31-Oct-15,1,5,304,0
Antigen,1516,1544,7-Nov-15,1,3,326,0
Antigen,1516,1545,14-Nov-15,1,3,324,0
Antigen,1516,1546,21-Nov-15,1,5,310,0
Antigen,1516,1547,28-Nov-15,1,4,314,0
Antigen,1516,1548,5-Dec-15,1,15,338,0
Antigen,1516,1549,12-Dec-15,1,19,355,0
Antigen,1516,1550,19-Dec-15,1,32,359,0
Antigen,1516,1551,26-Dec-15,1,34,375,0
Antigen,1516,1552,2-Jan-16,1,65,430,0
Antigen,1516,1601,9-Jan-16,1,55,453,0
Antigen,1516,1602,16-Jan-16,1,53,441,0
Antigen,1516,1603,23-Jan-16,1,98,480,0
Antigen,1516,1604,30-Jan-16,1,96,520,0
Antigen,1516,1605,6-Feb-16,1,87,504,0
Antigen,1516,1606,13-Feb-16,1,70,535,0
Antigen,1516,1607,20-Feb-16,1,54,516,0
Antigen,1516,1608,27-Feb-16,1,49,580,0
Antigen,1516,1609,5-Mar-16,1,50,581,0
Antigen,1516,1610,12-Mar-16,1,47,682,0
Antigen,1516,1611,19-Mar-16,1,29,665,0
Antigen,1516,1612,26-Mar-16,1,31,658,0
Antigen,1516,1613,2-Apr-16,1,20,610,0
Antigen,1516,1614,9-Apr-16,1,10,532,0
Antigen,1516,1615,16-Apr-16,1,3,490,0
Antigen,1516,1616,23-Apr-16,1,11,430,0
Antigen,1516,1617,30-Apr-16,1,7,347,0
Antigen,1516,1618,7-May-16,1,8,304,0
Antigen,1516,1619,14-May-16,1,6,316,0
Antigen,1516,1620,21-May-16,1,1,312,0
Antigen,1516,1621,28-May-16,1,2,255,0
Antigen,1516,1622,4-Jun-16,1,0,221,0
Antigen,1516,1623,11-Jun-16,1,1,203,0
Antigen,1516,1624,18-Jun-16,1,1,225,0
Antigen,1516,1625,25-Jun-16,1,0,201,0
Antigen,1516,1626,2-Jul-16,1,0,202,0
Antigen,1516,1526,4-Jul-15,10,0,61,0
Antigen,1516,1527,11-Jul-15,10,0,69,0
Antigen,1516,1528,18-Jul-15,10,0,53,0
Antigen,1516,1529,25-Jul-15,10,0,55,0
Antigen,1516,1530,1-Aug-15,10,0,49,0
Antigen,1516,1531,8-Aug-15,10,1,41,0
Antigen,1516,1532,15-Aug-15,10,0,52,0
Antigen,1516,1533,22-Aug-15,10,0,49,0
Antigen,1516,1534,29-Aug-15,10,0,37,0
Antigen,1516,1535,5-Sep-15,10,0,56,0
Antigen,1516,1536,12-Sep-15,10,1,53,0
Antigen,1516,1537,19-Sep-15,10,0,77,0
Antigen,1516,1538,26-Sep-15,10,0,109,0
Antigen,1516,1539,3-Oct-15,10,0,69,0
Antigen,1516,1540,10-Oct-15,10,1,80,0
Antigen,1516,1541,17-Oct-15,10,0,88,0
Antigen,1516,1542,24-Oct-15,10,2,72,0
Antigen,1516,1543,31-Oct-15,10,0,88,0
Antigen,1516,1544,7-Nov-15,10,1,85,0
Antigen,1516,1545,14-Nov-15,10,0,102,0
Antigen,1516,1546,21-Nov-15,10,1,77,0
Antigen,1516,1547,28-Nov-15,10,4,84,0
Antigen,1516,1548,5-Dec-15,10,3,113,0
Antigen,1516,1549,12-Dec-15,10,9,97,0
Antigen,1516,1550,19-Dec-15,10,7,92,0
Antigen,1516,1551,26-Dec-15,10,13,89,0
Antigen,1516,1552,2-Jan-16,10,15,120,0
Antigen,1516,1601,9-Jan-16,10,27,177,0
Antigen,1516,1602,16-Jan-16,10,18,134,0
Antigen,1516,1603,23-Jan-16,10,16,144,0
Antigen,1516,1604,30-Jan-16,10,22,117,0
Antigen,1516,1605,6-Feb-16,10,23,132,0
Antigen,1516,1606,13-Feb-16,10,15,149,0
Antigen,1516,1607,20-Feb-16,10,34,158,1
Antigen,1516,1608,27-Feb-16,10,15,137,0
Antigen,1516,1609,5-Mar-16,10,20,123,0
Antigen,1516,1610,12-Mar-16,10,28,171,0
Antigen,1516,1611,19-Mar-16,10,15,153,0
Antigen,1516,1612,26-Mar-16,10,15,124,0
Antigen,1516,1613,2-Apr-16,10,12,137,0
Antigen,1516,1614,9-Apr-16,10,11,132,0
Antigen,1516,1615,16-Apr-16,10,9,95,0
Antigen,1516,1616,23-Apr-16,10,2,101,0
Antigen,1516,1617,30-Apr-16,10,2,73,0
Antigen,1516,1618,7-May-16,10,0,69,0
Antigen,1516,1619,14-May-16,10,1,75,0
Antigen,1516,1620,21-May-16,10,0,82,0
Antigen,1516,1621,28-May-16,10,1,62,0
Antigen,1516,1622,4-Jun-16,10,0,64,0
Antigen,1516,1623,11-Jun-16,10,1,65,0
Antigen,1516,1624,18-Jun-16,10,1,63,0
Antigen,1516,1625,25-Jun-16,10,0,48,0
Antigen,1516,1626,2-Jul-16,10,0,47,0
Antigen,1516,1526,4-Jul-15,2,3,27,0
Antigen,1516,1527,11-Jul-15,2,0,20,0
Antigen,1516,1528,18-Jul-15,2,1,10,0
Antigen,1516,1529,25-Jul-15,2,2,20,0
Antigen,1516,1530,1-Aug-15,2,1,24,0
Antigen,1516,1531,8-Aug-15,2,2,23,0
Antigen,1516,1532,15-Aug-15,2,2,30,0
Antigen,1516,1533,22-Aug-15,2,2,18,0
Antigen,1516,1534,29-Aug-15,2,4,25,0
Antigen,1516,1535,5-Sep-15,2,1,24,0
Antigen,1516,1536,12-Sep-15,2,2,26,0
Antigen,1516,1537,19-Sep-15,2,0,51,0
Antigen,1516,1538,26-Sep-15,2,2,51,0
Antigen,1516,1539,3-Oct-15,2,2,62,0
Antigen,1516,1540,10-Oct-15,2,0,58,0
Antigen,1516,1541,17-Oct-15,2,1,60,0
Antigen,1516,1542,24-Oct-15,2,2,59,0
Antigen,1516,1543,31-Oct-15,2,4,61,0
Antigen,1516,1544,7-Nov-15,2,5,64,0
Antigen,1516,1545,14-Nov-15,2,7,66,0
Antigen,1516,1546,21-Nov-15,2,14,99,0
Antigen,1516,1547,28-Nov-15,2,13,97,0
Antigen,1516,1548,5-Dec-15,2,28,125,0
Antigen,1516,1549,12-Dec-15,2,31,130,0
Antigen,1516,1550,19-Dec-15,2,61,190,0
Antigen,1516,1551,26-Dec-15,2,52,139,0
Antigen,1516,1552,2-Jan-16,2,70,198,0
Antigen,1516,1601,9-Jan-16,2,70,224,0
Antigen,1516,1602,16-Jan-16,2,71,200,0
Antigen,1516,1603,23-Jan-16,2,50,202,0
Antigen,1516,1604,30-Jan-16,2,75,203,0
Antigen,1516,1605,6-Feb-16,2,46,188,0
Antigen,1516,1606,13-Feb-16,2,44,185,0
Antigen,1516,1607,20-Feb-16,2,31,171,0
Antigen,1516,1608,27-Feb-16,2,34,166,0
Antigen,1516,1609,5-Mar-16,2,17,219,0
Antigen,1516,1610,12-Mar-16,2,18,198,0
Antigen,1516,1611,19-Mar-16,2,7,184,0
Antigen,1516,1612,26-Mar-16,2,3,147,0
Antigen,1516,1613,2-Apr-16,2,4,109,0
Antigen,1516,1614,9-Apr-16,2,2,85,0
Antigen,1516,1615,16-Apr-16,2,0,92,0
Antigen,1516,1616,23-Apr-16,2,1,70,0
Antigen,1516,1617,30-Apr-16,2,2,58,0
Antigen,1516,1618,7-May-16,2,0,55,0
Antigen,1516,1619,14-May-16,2,1,37,0
Antigen,1516,1620,21-May-16,2,0,61,0
Antigen,1516,1621,28-May-16,2,1,57,0
Antigen,1516,1622,4-Jun-16,2,1,40,0
Antigen,1516,1623,11-Jun-16,2,2,55,0
Antigen,1516,1624,18-Jun-16,2,0,33,0
Antigen,1516,1625,25-Jun-16,2,0,20,0
Antigen,1516,1626,2-Jul-16,2,0,21,0
Antigen,1516,1526,4-Jul-15,3,1,33,0
Antigen,1516,1527,11-Jul-15,3,1,32,0
Antigen,1516,1528,18-Jul-15,3,2,26,0
Antigen,1516,1529,25-Jul-15,3,1,45,0
Antigen,1516,1530,1-Aug-15,3,0,34,0
Antigen,1516,1531,8-Aug-15,3,0,28,0
Antigen,1516,1532,15-Aug-15,3,0,33,0
Antigen,1516,1533,22-Aug-15,3,0,41,0
Antigen,1516,1534,29-Aug-15,3,1,42,0
Antigen,1516,1535,5-Sep-15,3,2,73,0
Antigen,1516,1536,12-Sep-15,3,0,40,0
Antigen,1516,1537,19-Sep-15,3,0,97,0
Antigen,1516,1538,26-Sep-15,3,4,121,0
Antigen,1516,1539,3-Oct-15,3,6,148,0
Antigen,1516,1540,10-Oct-15,3,5,150,0
Antigen,1516,1541,17-Oct-15,3,4,185,0
Antigen,1516,1542,24-Oct-15,3,3,193,0
Antigen,1516,1543,31-Oct-15,3,11,180,0
Antigen,1516,1544,7-Nov-15,3,7,198,0
Antigen,1516,1545,14-Nov-15,3,5,228,0
Antigen,1516,1546,21-Nov-15,3,20,249,0
Antigen,1516,1547,28-Nov-15,3,39,230,0
Antigen,1516,1548,5-Dec-15,3,52,316,0
Antigen,1516,1549,12-Dec-15,3,72,359,0
Antigen,1516,1550,19-Dec-15,3,73,367,0
Antigen,1516,1551,26-Dec-15,3,92,367,0
Antigen,1516,1552,2-Jan-16,3,131,488,1
Antigen,1516,1601,9-Jan-16,3,106,479,0
Antigen,1516,1602,16-Jan-16,3,90,401,0
Antigen,1516,1603,23-Jan-16,3,78,361,0
Antigen,1516,1604,30-Jan-16,3,61,325,0
Antigen,1516,1605,6-Feb-16,3,29,251,0
Antigen,1516,1606,13-Feb-16,3,32,266,0
Antigen,1516,1607,20-Feb-16,3,30,300,0
Antigen,1516,1608,27-Feb-16,3,30,332,0
Antigen,1516,1609,5-Mar-16,3,35,343,0
Antigen,1516,1610,12-Mar-16,3,32,357,0
Antigen,1516,1611,19-Mar-16,3,38,387,0
Antigen,1516,1612,26-Mar-16,3,20,325,0
Antigen,1516,1613,2-Apr-16,3,22,250,0
Antigen,1516,1614,9-Apr-16,3,7,231,0
Antigen,1516,1615,16-Apr-16,3,5,190,0
Antigen,1516,1616,23-Apr-16,3,5,207,0
Antigen,1516,1617,30-Apr-16,3,4,176,0
Antigen,1516,1618,7-May-16,3,3,144,0
Antigen,1516,1619,14-May-16,3,2,126,0
Antigen,1516,1620,21-May-16,3,4,111,0
Antigen,1516,1621,28-May-16,3,1,69,0
Antigen,1516,1622,4-Jun-16,3,4,54,0
Antigen,1516,1623,11-Jun-16,3,2,51,0
Antigen,1516,1624,18-Jun-16,3,1,62,0
Antigen,1516,1625,25-Jun-16,3,3,45,0
Antigen,1516,1626,2-Jul-16,3,2,33,0
Antigen,1516,1526,4-Jul-15,4,16,277,0
Antigen,1516,1527,11-Jul-15,4,17,301,0
Antigen,1516,1528,18-Jul-15,4,17,207,0
Antigen,1516,1529,25-Jul-15,4,17,294,0
Antigen,1516,1530,1-Aug-15,4,19,309,0
Antigen,1516,1531,8-Aug-15,4,20,312,0
Antigen,1516,1532,15-Aug-15,4,40,334,0
Antigen,1516,1533,22-Aug-15,4,29,368,0
Antigen,1516,1534,29-Aug-15,4,46,419,0
Antigen,1516,1535,5-Sep-15,4,43,516,0
Antigen,1516,1536,12-Sep-15,4,53,612,0
Antigen,1516,1537,19-Sep-15,4,91,596,0
Antigen,1516,1538,26-Sep-15,4,25,660,0
Antigen,1516,1539,3-Oct-15,4,58,686,0
Antigen,1516,1540,10-Oct-15,4,123,716,0
Antigen,1516,1541,17-Oct-15,4,163,796,0
Antigen,1516,1542,24-Oct-15,4,174,926,0
Antigen,1516,1543,31-Oct-15,4,167,849,0
Antigen,1516,1544,7-Nov-15,4,187,896,0
Antigen,1516,1545,14-Nov-15,4,187,940,0
Antigen,1516,1546,21-Nov-15,4,187,888,0
Antigen,1516,1547,28-Nov-15,4,246,1088,0
Antigen,1516,1548,5-Dec-15,4,186,975,0
Antigen,1516,1549,12-Dec-15,4,183,1052,0
Antigen,1516,1550,19-Dec-15,4,250,1220,0
Antigen,1516,1551,26-Dec-15,4,241,1191,0
Antigen,1516,1552,2-Jan-16,4,272,1313,0
Antigen,1516,1601,9-Jan-16,4,244,1090,0
Antigen,1516,1602,16-Jan-16,4,158,1110,0
Antigen,1516,1603,23-Jan-16,4,175,1091,0
Antigen,1516,1604,30-Jan-16,4,130,1092,0
Antigen,1516,1605,6-Feb-16,4,143,1121,0
Antigen,1516,1606,13-Feb-16,4,127,1209,0
Antigen,1516,1607,20-Feb-16,4,112,911,0
Antigen,1516,1608,27-Feb-16,4,105,1298,0
Antigen,1516,1609,5-Mar-16,4,96,1293,0
Antigen,1516,1610,12-Mar-16,4,80,1298,0
Antigen,1516,1611,19-Mar-16,4,71,1178,0
Antigen,1516,1612,26-Mar-16,4,55,1089,0
Antigen,1516,1613,2-Apr-16,4,40,979,0
Antigen,1516,1614,9-Apr-16,4,51,1003,0
Antigen,1516,1615,16-Apr-16,4,52,974,0
Antigen,1516,1616,23-Apr-16,4,15,898,0
Antigen,1516,1617,30-Apr-16,4,33,874,0
Antigen,1516,1618,7-May-16,4,22,773,0
Antigen,1516,1619,14-May-16,4,14,785,0
Antigen,1516,1620,21-May-16,4,24,771,0
Antigen,1516,1621,28-May-16,4,17,689,0
Antigen,1516,1622,4-Jun-16,4,16,645,0
Antigen,1516,1623,11-Jun-16,4,17,602,0
Antigen,1516,1624,18-Jun-16,4,16,438,0
Antigen,1516,1625,25-Jun-16,4,14,444,0
Antigen,1516,1626,2-Jul-16,4,21,373,0
Antigen,1516,1526,4-Jul-15,5,2,52,0
Antigen,1516,1527,11-Jul-15,5,0,54,0
Antigen,1516,1528,18-Jul-15,5,1,54,0
Antigen,1516,1529,25-Jul-15,5,0,36,0
Antigen,1516,1530,1-Aug-15,5,0,32,0
Antigen,1516,1531,8-Aug-15,5,0,41,0
Antigen,1516,1532,15-Aug-15,5,0,43,0
Antigen,1516,1533,22-Aug-15,5,0,57,0
Antigen,1516,1534,29-Aug-15,5,1,60,0
Antigen,1516,1535,5-Sep-15,5,1,67,0
Antigen,1516,1536,12-Sep-15,5,0,88,0
Antigen,1516,1537,19-Sep-15,5,0,89,0
Antigen,1516,1538,26-Sep-15,5,0,104,0
Antigen,1516,1539,3-Oct-15,5,2,139,0
Antigen,1516,1540,10-Oct-15,5,2,154,0
Antigen,1516,1541,17-Oct-15,5,2,155,0
Antigen,1516,1542,24-Oct-15,5,3,170,0
Antigen,1516,1543,31-Oct-15,5,3,183,0
Antigen,1516,1544,7-Nov-15,5,8,244,0
Antigen,1516,1545,14-Nov-15,5,5,214,0
Antigen,1516,1546,21-Nov-15,5,12,252,0
Antigen,1516,1547,28-Nov-15,5,21,242,0
Antigen,1516,1548,5-Dec-15,5,30,262,0
Antigen,1516,1549,12-Dec-15,5,47,323,0
Antigen,1516,1550,19-Dec-15,5,60,318,0
Antigen,1516,1551,26-Dec-15,5,109,402,0
Antigen,1516,1552,2-Jan-16,5,128,441,0
Antigen,1516,1601,9-Jan-16,5,94,440,0
Antigen,1516,1602,16-Jan-16,5,103,418,0
Antigen,1516,1603,23-Jan-16,5,136,479,0
Antigen,1516,1604,30-Jan-16,5,151,561,0
Antigen,1516,1605,6-Feb-16,5,207,640,0
Antigen,1516,1606,13-Feb-16,5,182,683,0
Antigen,1516,1607,20-Feb-16,5,205,752,0
Antigen,1516,1608,27-Feb-16,5,182,682,0
Antigen,1516,1609,5-Mar-16,5,170,749,0
Antigen,1516,1610,12-Mar-16,5,124,707,0
Antigen,1516,1611,19-Mar-16,5,111,640,0
Antigen,1516,1612,26-Mar-16,5,77,544,0
Antigen,1516,1613,2-Apr-16,5,62,426,0
Antigen,1516,1614,9-Apr-16,5,30,285,0
Antigen,1516,1615,16-Apr-16,5,27,298,0
Antigen,1516,1616,23-Apr-16,5,32,259,0
Antigen,1516,1617,30-Apr-16,5,13,235,0
Antigen,1516,1618,7-May-16,5,14,204,0
Antigen,1516,1619,14-May-16,5,9,210,0
Antigen,1516,1620,21-May-16,5,11,154,0
Antigen,1516,1621,28-May-16,5,5,129,0
Antigen,1516,1622,4-Jun-16,5,6,125,0
Antigen,1516,1623,11-Jun-16,5,4,96,0
Antigen,1516,1624,18-Jun-16,5,3,76,0
Antigen,1516,1625,25-Jun-16,5,2,78,0
Antigen,1516,1626,2-Jul-16,5,0,51,0
Antigen,1516,1526,4-Jul-15,6,1,57,0
Antigen,1516,1527,11-Jul-15,6,2,58,0
Antigen,1516,1528,18-Jul-15,6,0,47,0
Antigen,1516,1529,25-Jul-15,6,4,50,0
Antigen,1516,1530,1-Aug-15,6,3,41,0
Antigen,1516,1531,8-Aug-15,6,2,53,0
Antigen,1516,1532,15-Aug-15,6,0,55,0
Antigen,1516,1533,22-Aug-15,6,1,85,0
Antigen,1516,1534,29-Aug-15,6,1,103,0
Antigen,1516,1535,5-Sep-15,6,5,139,0
Antigen,1516,1536,12-Sep-15,6,6,147,0
Antigen,1516,1537,19-Sep-15,6,7,154,0
Antigen,1516,1538,26-Sep-15,6,12,165,0
Antigen,1516,1539,3-Oct-15,6,6,170,0
Antigen,1516,1540,10-Oct-15,6,11,180,0
Antigen,1516,1541,17-Oct-15,6,13,233,0
Antigen,1516,1542,24-Oct-15,6,19,233,0
Antigen,1516,1543,31-Oct-15,6,35,251,0
Antigen,1516,1544,7-Nov-15,6,30,265,0
Antigen,1516,1545,14-Nov-15,6,49,330,0
Antigen,1516,1546,21-Nov-15,6,55,320,0
Antigen,1516,1547,28-Nov-15,6,89,426,0
Antigen,1516,1548,5-Dec-15,6,76,375,0
Antigen,1516,1549,12-Dec-15,6,135,445,0
Antigen,1516,1550,19-Dec-15,6,161,507,0
Antigen,1516,1551,26-Dec-15,6,263,696,0
Antigen,1516,1552,2-Jan-16,6,296,791,0
Antigen,1516,1601,9-Jan-16,6,233,629,0
Antigen,1516,1602,16-Jan-16,6,234,618,0
Antigen,1516,1603,23-Jan-16,6,245,681,0
Antigen,1516,1604,30-Jan-16,6,245,732,0
Antigen,1516,1605,6-Feb-16,6,210,701,0
Antigen,1516,1606,13-Feb-16,6,173,598,0
Antigen,1516,1607,20-Feb-16,6,177,625,0
Antigen,1516,1608,27-Feb-16,6,101,593,0
Antigen,1516,1609,5-Mar-16,6,93,538,0
Antigen,1516,1610,12-Mar-16,6,68,495,0
Antigen,1516,1611,19-Mar-16,6,41,425,0
Antigen,1516,1612,26-Mar-16,6,30,394,0
Antigen,1516,1613,2-Apr-16,6,25,334,0
Antigen,1516,1614,9-Apr-16,6,26,350,0
Antigen,1516,1615,16-Apr-16,6,11,270,0
Antigen,1516,1616,23-Apr-16,6,12,264,0
Antigen,1516,1617,30-Apr-16,6,9,261,0
Antigen,1516,1618,7-May-16,6,5,231,0
Antigen,1516,1619,14-May-16,6,5,191,0
Antigen,1516,1620,21-May-16,6,8,163,0
Antigen,1516,1621,28-May-16,6,5,173,0
Antigen,1516,1622,4-Jun-16,6,7,181,0
Antigen,1516,1623,11-Jun-16,6,0,116,0
Antigen,1516,1624,18-Jun-16,6,2,126,0
Antigen,1516,1625,25-Jun-16,6,3,100,0
Antigen,1516,1626,2-Jul-16,6,2,59,0
Antigen,1516,1526,4-Jul-15,7,2,9,0
Antigen,1516,1527,11-Jul-15,7,1,12,0
Antigen,1516,1528,18-Jul-15,7,0,8,0
Antigen,1516,1529,25-Jul-15,7,1,8,0
Antigen,1516,1530,1-Aug-15,7,0,5,0
Antigen,1516,1531,8-Aug-15,7,1,6,0
Antigen,1516,1532,15-Aug-15,7,0,5,0
Antigen,1516,1533,22-Aug-15,7,0,6,0
Antigen,1516,1534,29-Aug-15,7,2,15,0
Antigen,1516,1535,5-Sep-15,7,0,13,0
Antigen,1516,1536,12-Sep-15,7,0,21,0
Antigen,1516,1537,19-Sep-15,7,0,20,0
Antigen,1516,1538,26-Sep-15,7,0,16,0
Antigen,1516,1539,3-Oct-15,7,3,35,0
Antigen,1516,1540,10-Oct-15,7,3,52,0
Antigen,1516,1541,17-Oct-15,7,4,40,0
Antigen,1516,1542,24-Oct-15,7,2,52,0
Antigen,1516,1543,31-Oct-15,7,4,67,0
Antigen,1516,1544,7-Nov-15,7,5,69,0
Antigen,1516,1545,14-Nov-15,7,4,76,0
Antigen,1516,1546,21-Nov-15,7,2,68,0
Antigen,1516,1547,28-Nov-15,7,2,62,0
Antigen,1516,1548,5-Dec-15,7,6,47,0
Antigen,1516,1549,12-Dec-15,7,6,49,0
Antigen,1516,1550,19-Dec-15,7,15,72,0
Antigen,1516,1551,26-Dec-15,7,17,95,0
Antigen,1516,1552,2-Jan-16,7,17,68,0
Antigen,1516,1601,9-Jan-16,7,25,81,0
Antigen,1516,1602,16-Jan-16,7,9,93,0
Antigen,1516,1603,23-Jan-16,7,18,100,0
Antigen,1516,1604,30-Jan-16,7,19,93,0
Antigen,1516,1605,6-Feb-16,7,25,92,0
Antigen,1516,1606,13-Feb-16,7,38,121,0
Antigen,1516,1607,20-Feb-16,7,50,152,0
Antigen,1516,1608,27-Feb-16,7,55,156,0
Antigen,1516,1609,5-Mar-16,7,41,178,0
Antigen,1516,1610,12-Mar-16,7,52,194,0
Antigen,1516,1611,19-Mar-16,7,38,244,1
Antigen,1516,1612,26-Mar-16,7,35,158,0
Antigen,1516,1613,2-Apr-16,7,20,120,0
Antigen,1516,1614,9-Apr-16,7,16,92,0
Antigen,1516,1615,16-Apr-16,7,8,74,0
Antigen,1516,1616,23-Apr-16,7,16,95,0
Antigen,1516,1617,30-Apr-16,7,7,62,0
Antigen,1516,1618,7-May-16,7,4,54,0
Antigen,1516,1619,14-May-16,7,3,44,0
Antigen,1516,1620,21-May-16,7,0,40,0
Antigen,1516,1621,28-May-16,7,2,40,0
Antigen,1516,1622,4-Jun-16,7,1,32,0
Antigen,1516,1623,11-Jun-16,7,0,16,0
Antigen,1516,1624,18-Jun-16,7,0,26,0
Antigen,1516,1625,25-Jun-16,7,0,19,0
Antigen,1516,1626,2-Jul-16,7,0,18,0
Antigen,1516,1526,4-Jul-15,8,0,12,0
Antigen,1516,1527,11-Jul-15,8,0,12,0
Antigen,1516,1528,18-Jul-15,8,0,10,0
Antigen,1516,1529,25-Jul-15,8,0,14,0
Antigen,1516,1530,1-Aug-15,8,0,11,0
Antigen,1516,1531,8-Aug-15,8,0,12,0
Antigen,1516,1532,15-Aug-15,8,0,12,0
Antigen,1516,1533,22-Aug-15,8,0,25,0
Antigen,1516,1534,29-Aug-15,8,0,21,0
Antigen,1516,1535,5-Sep-15,8,0,21,0
Antigen,1516,1536,12-Sep-15,8,0,22,0
Antigen,1516,1537,19-Sep-15,8,0,41,0
Antigen,1516,1538,26-Sep-15,8,0,38,0
Antigen,1516,1539,3-Oct-15,8,0,47,0
Antigen,1516,1540,10-Oct-15,8,0,28,0
Antigen,1516,1541,17-Oct-15,8,0,34,0
Antigen,1516,1542,24-Oct-15,8,0,40,0
Antigen,1516,1543,31-Oct-15,8,0,45,0
Antigen,1516,1544,7-Nov-15,8,0,50,0
Antigen,1516,1545,14-Nov-15,8,2,61,0
Antigen,1516,1546,21-Nov-15,8,3,52,0
Antigen,1516,1547,28-Nov-15,8,4,53,0
Antigen,1516,1548,5-Dec-15,8,5,76,0
